,title,rating,calories,sodium,fat,protein,price,cooking_time,personal_rating,ingredients,keywords
92,Spanish Frittata with Herby Yogurt and Greens ,4.5,351.0,716.0,20.0,21.0,3.242,50.0,"[['alinaccohen9054 from Brooklyn, NY ', 5], ['lisakelly ', 5], ['jnfailey from Harbor Springs, MI ', 5], [""ksadamson from Coeur d'Alene, Idaho "", 5], ['liseh from Vermont ', 2], ['julia28 from Miami, FL ', 5], ['jerirecipes from North Myrtle Beach, SC ', 5], ['keech from Calgary, AB, Can ', 5], ['mstgeorge001 from New York, NY', 5], ['jodyinla from Pacific Palisades, CA ', 5], ['speech_chic from Broken Arrow, OK ', 5], ['daveawinter from Calgary ', 5], ['john_muldo from Livermore, CA ', 4]]","1 cup plain full-fat Greek yogurt 2 tablespoons olive oil 2 shallots, thinly sliced 2 cups coarsely chopped raw or cooked greens, such as chard, kale, arugula, or spinach 1/4 cup finely chopped herbs, such as dill, mint, basil, parsley, and/or chives 2 garlic cloves, very finely chopped 2 cups coarsely chopped (about 1/2"" chunks) cooked potatoes 1 1/2 teaspoons kosher salt, divided 8 large eggs 1 1/2 teaspoons fresh lemon juice",#cook90 frittata leafy green quick & easy potato web brunch dinner herb egg
93,Roasted Garlic Herb Sauce ,5.0,693.0,388.0,73.0,3.0,6.53,20.0,"[['sue99 from Canada ', 5], ['zivameira from Massachusetts ', 5], ['alorenstei from Somerville, MA ', 4], ['lyndabd from NJ ', 5], ['lyndabd from NJ ', 5]]","3/4 teaspoon kosher salt 2 cups (packed) parsley leaves with tender stems 1 teaspoon crushed red pepper flakes 1 teaspoon finely grated lemon zest (from about 1/2 large lemon) 1 cup extra-virgin olive oil 1 head of garlic, separated into cloves, unpeeled 1 tablespoon plus 1 teaspoon fresh lemon juice (from about 1/2 large lemon) 1 cup (packed) mint leaves",#cook90 parsley lemon garlic quick & easy web herb sauce mint
94,Herby Chicken Kofta Meatballs ,4.5,137.0,247.0,8.0,13.0,7.779,55.0,"[['cinzedym from Arlington, VA ', 4], ['hartmankj from New York, NY ', 5], ['swienke from New York ', 4], ['CookInAthens ', 5], ['blwyxx4163 from Durango, CO ', 5], ['chubby_ from San Juan, PR ', 5], ['anne_vsa ', 4], ['hganshorn from Calgary, AB ', 5], ['shelliecole ', 5], ['kamh from Boston, ma ', 5], ['janeting from UNew yourkNewNew York ', 5], ['oceanneblake from Lebanon ', 5], ['richard_frizell from Gabriola, BC, Canada ', 5], ['dr_dulcet from La Mesa, CA ', 5], ['lari1970 from Bay Area, Ca ', 4], ['mariettabrillnyc4167 from Brooklyn, NY ', 3]]","2 teaspoons kosher salt, divided 2 medium yellow onions, coarsely chopped (about 3 cups) 1 cup mint leaves ¼ cup plus 2 tablespoons olive oil 2 teaspoons ground cumin 2 cups parsley leaves with tender stems 2 pounds ground chicken, preferably a mix of white and dark meat, not ""low-fat"" 4 garlic cloves, coarsely chopped ½ teaspoon red pepper flakes 1½ teaspoons ground coriander",#cook90 parsley middle eastern coriander garlic poultry web dinner cumin meatball chicken mint
95,Grilled Cheese Tacos ,4.0,662.0,756.0,44.0,32.0,8.73,25.0,"[['pumpkinsee from Hong Kong ', 5], ['laah1 from Surf CHutHuntinSurf City, USA ', 4], ['pullapint ', 5], ['edho1 ', 3], ['barton6 ', 3]]","8 small corn tortillas 2 ears of corn, husked 1 pound halloumi or other grilling cheese, sliced into 16 planks (about ½""-thick) Sliced avocado, fresh tomato salsa, cilantro, and lime wedges (for serving) 1 small red onion, cut into ¼""-thick rings Olive oil Kosher salt, freshly ground pepper",tortillas grill/barbecue cheese grill vegetarian mexican labor day mediterranean dinner web avocado taco corn
96,Salmon Burgers with Red Pepper Mayo ,4.5,815.0,1156.0,60.0,36.0,0.0,30.0,"[['jansan1 from Orange County, CA ', 4], ['enmeyer from LaPorte, IN ', 5], ['AstoriaRose from Milledgeville, GA ', 5]]","1/4 teaspoon kosher salt 2 tablespoons vegetable oil, divided 4 hamburger buns 1/2 teaspoon freshly ground black pepper 1/3 cup drained roasted red bell peppers, cut into 1/4"" strips 1/2 cup plain breadcrumbs 2 teaspoons fresh lemon juice 1/4 cup (packed) coarsely chopped and drained roasted red bell peppers 1 cup mayonnaise 2 teaspoons drained capers 18 ounces canned salmon, drained, picked through, flaked",fish lunch capers kid-friendly bell pepper small plates quick & easy mayonnaise web dinner salmon sandwich seafood
97,Lentil and Chicken Soup with Sweet Potatoes and Escarole ,4.5,529.0,491.0,31.0,28.0,10.719000000000001,35.0,"[['margaretbooneli2303 from Cleveland, OH ', 4], ['smoot60 from Nashville, TN ', 2], ['FromPHX from Phoenix, AZ ', 3], ['becca_bee from Dallas, TX ', 5], ['greyonblue from Mount Airy, MD ', 5], ['stephanie.r6556 from Fresno, CA ', 5], ['detu from Lancaster, PA ', 5], ['clweis from Wasilla, AK ', 5], ['flowerz from Lafayette, LA ', 5]]","10 celery stalks, sliced on the bias into 1/4"" slices 2 Tbsp. fresh lemon juice 1/2 head escarole, cut into bite-size pieces 1 1/2 cups shredded cooked chicken (from 1/2 of a store-bought rotisserie chicken or homemade roast chicken) 1 tsp. kosher salt, plus more 6 garlic cloves, thinly sliced 1 lb. sweet potatoes (about 2 medium), peeled, cut into 1"" pieces 1 cooked chicken carcass (from 1 store-bought rotisserie chicken or homemade roast chicken) 3/4 cup French lentils (about 5 oz.), rinsed 1/2 cup finely chopped dill 2 Tbsp. extra-virgin olive oil",wheat/gluten-free sweet potato/yam lemon juice celery quick and healthy dill garlic soup/stew winter web lentil dinner chicken healthy escarole
98,10-Minute Chicken Flatbreads with Hummus and Yogurt ,4.5,463.0,917.0,18.0,35.0,3.839,10.0,"[['maurini from Galveston, TX ', 5], ['joyq.cabrera347 from San Diego, Ca ', 5], ['debranni from Harlem, NYC ', 4], ['peterh1 from Tidewater Virginia ', 5], ['bobb27 from Boston,  MA USA ', 4], ['cwestra1 from Minneapolis ', 4]]","1/4 cup parsley leaves (optional) 1 teaspoon ground cumin 1 pound boneless, skinless chicken thighs or breasts, thinly sliced crosswise 3 mini seedless cucumbers, sliced into 1/4"" coins (about 8 ounces) 1 (10-ounce) container hummus 1 large tomato, cut into 1/2"" cubes (about 12 ounces) 1 teaspoon kosher salt 1/2 teaspoon freshly ground black pepper Lemon wedges and flaky sea salt (for serving) 1 cup plain unsweetened yogurt (either Greek or regular) 4 pitas 1 tablespoon olive oil, plus more for serving",kid-friendly cucumber hummus quick and healthy small plates flat bread quick & easy yogurt dinner web chicken
99,Sausage and Greens Sheet-Pan Dinner ,4.5,665.0,855.0,63.0,17.0,8.862,25.0,"[['marywayland ', 3], ['blwyxx4163 from Durango, CO ', 5], ['lhmelk7036 from New England ', 5], ['TerryMA from Cambridge  ', 5], ['chalupa65 from Salt Lake City ', 5], ['brgoldberg from Oakland, CA ', 5], ['rudywhite910@gmail.com from St. Louis, MO ', 2], ['bitteroot from billings mt ', 5]]","1¾ tsp. kosher salt, divided 3 Tbsp. sherry or red wine vinegar 1 lb. (about 4 links) uncooked sweet or spicy Italian sausage ½ tsp. freshly ground black pepper, divided 1½ lb. micro potatoes (about 1"" in diameter) or new potatoes, cut into 1"" pieces 1½ tsp. honey 1 large bunch Tuscan kale or collard greens, stems removed, leaves torn into large pieces 1½ tsp. Dijon mustard ½ cup extra-virgin olive oil, divided",collard greens wheat/gluten-free kid-friendly small plates one-pot meal vinegar quick & easy dairy free potato honey sausage web italian mustard kale
100,White Chicken Chili ,5.0,534.0,968.0,14.0,45.0,6.839,30.0,"[['lmanderson from Maryland ', 5], [""debkane from Coeur d'Alene, ID "", 5], ['2andielaine from Olympic Peninsula ', 5], ['heatheraknotts485 from Dana Point, CA ', 5], ['kalbfleisch.melissa1480 from St. Louis, MO ', 5], ['jrnalls from Richton Park, IL ', 5], ['schmegs2981824 ', 2], ['andrea_robertson from Franklin, TN ', 5], ['mstorath from singer Island, FL ', 5], ['tcerveris from New York, NY ', 4], ['blumenthal_sa from Denver ', 3], ['mbwolff from Miami ', 5], ['rainetara from Toronto ', 5], ['murphygrrl ', 5], ['Carinef from Long Island, NY ', 4], ['dtauer from Dracut, Ma ', 5], ['sgstimps from Boston, MA ', 5], ['Marciagowling from MN ', 5], ['ninahaft from Oakland CA ', 5], ['mduma from Arlington, VA ', 5], ['GinaFitz  from New York ', 5], ['lauren_kell from Kalamazoo MI ', 5], [""kdoumas from Coeur d'Alene, ID "", 5], ['Schnooks from Powder Springs, GA ', 5], ['skieast ', 5]]","2 (15-ounce) cans white beans (such as Great Northern or cannellini), drained and rinsed 1 3/4 cups chicken broth, store bought or homemade 1 teaspoon ground cumin 1/2 onion, diced 1/2 cup frozen corn kernels (no need to thaw) Chopped cilantro, sour cream, grated Monterey Jack cheese, diced avocado, and/or corn tortilla strips 1 pound boneless, skinless chicken breasts, cut into 1-inch pieces 1 tablespoon olive oil 1/4 cup heavy cream 1 teaspoon chili powder 1 garlic clove, minced 1/4 teaspoon cayenne pepper 1 1/4 teaspoons salt 1/2 jalapeño, minced",wheat/gluten-free kid-friendly small plates garlic quick & easy harpercollins soup/stew jalapeño cumin dinner web bean chili chicken winter
101,One-Pot Curried Cauliflower with Couscous and Chickpeas ,4.5,606.0,1365.0,15.0,27.0,9.208,45.0,"[['mkopke from Toronto, Canada ', 4], ['akraemer13 from Fresno, CA ', 3], ['yiddishekoppe ', 4], ['sushmasingh from Sacramento, CA ', 5], ['cindysphinx from D.C. ', 4], ['cmoskowitz from Brooklyn, NY ', 5], ['nasal from Earth ', 3], ['joeln from lexington, ma ', 5], ['moonlover123XxX from Wexford, Ireland  ', 4], ['lhneal from Portland, OR ', 3], ['rkw44x from Nashville, TN ', 4], ['maple1900 from Edmonton, AB ', 4], ['juliejohn from Boston ', 5], ['b4marshall from Ypsilanti, Michigan ', 5], ['fondachang from Los Angeles ', 4], ['lylemontgomery from New Orleans LA ', 5], ['francoiscat from Seattle, WA ', 5], ['ilyssa2 from New York, NY ', 5], ['gumbyh from Wayne, PA ', 5], ['brlevins2297 from Los Altos, CA ', 5], ['sgilbert2 from MD ', 4], ['dreambaby from chicago ', 5], ['EmLipp from Cincinnati ', 5], ['clebron from Brooklyn, NY ', 4], ['laallen from San Francisco, CA ', 5]]","3 large garlic cloves, coarsely chopped 1/4 cup sliced almonds (for serving; optional) 5 ounces baby spinach 1/2 cup split red lentils 2 teaspoons curry powder 1 (15.5-ounce) can chickpeas, drained, rinsed 2 limes, divided 3 tablespoons coarsely chopped cilantro leaves, plus whole leaves for serving 1 cup pearled couscous 1/2 cup Greek-style plain full or low-fat yogurt 1 medium red onion, thinly sliced 1 1/4 teaspoons ground cumin 3 cups homemade or store-bought low-sodium vegetable broth 3 tablespoons virgin coconut oil, room temperature, divided 1 large head cauliflower (about 2 pounds), coarsely chopped 2 teaspoons kosher salt","quick and healthy vegetarian spinach no meat, no problem couscous healthy web dinner lentil curry cauliflower"
102,Hummus Dinner Bowls with Spiced Ground Beef and Tomatoes ,4.5,329.0,327.0,26.0,20.0,10.07,20.0,"[['bradley2 from Foodietown, ,PA ', 4], ['chauriege7236 from Fremont, CA ', 5], ['les.lemon from Gulfport, MS ', 5], ['janrutte4660 from Woodstock, GA ', 5], ['jennseml from Chicago ', 5], ['canadiens1 from Coldstream,BC, Canada ', 5], ['oneandgo from Chicago, IL ', 3], ['esimone from Tampa, FL ', 5], ['blondoverblue from Sacramento, CA ', 4], ['shoes58 from Chicago, IL ', 5], ['ula_ashore ', 5], ['latemom2000 from Washington DC ', 5], ['skhercules from Denver ', 3], ['sstamm from Virginia Beach, VA ', 5], ['beenthereatethat from San Francisco ', 5], ['moorloughmary from Edmonton, Alberta ', 5], ['azip from CT ', 5], ['jansan1 from Orange County, CA. ', 5], ['lsigall from New York, NY ', 5], ['marilynburrows from Laguna Niguel, CA ', 5], ['jan93 from Milton, Ont. Canada ', 5], ['uncommonwoman from Minnesota  ', 4], ['nrlong1 from Reston, VA ', 5], ['tomkennit from Canada ', 4]]","1 pint cherry tomatoes or 2 medium heirloom or beefsteak tomatoes, cut into 1"" pieces 1/2 tsp. freshly ground black pepper 1 Tbsp. vegetable oil 1 lb. ground beef, or a vegetarian alternative such as Lightlife® Smart Ground Extra-virgin olive oil, lemon wedges, Aleppo-style pepper, hot sauce, pickles, and pita (for serving; optional) 1 tsp. ground coriander 1 cup parsley leaves with tender stems, coarsely chopped 1 batch Easy Canned Chickpea Hummus 1/2 tsp. ground cinnamon 2 tsp. kosher salt, divided 1 Tbsp. fresh lemon juice",after beef kid-friendly lemon juice hummus parsley summer small plates ground beef lemon tomato coriander quick & easy web pickles dinner cinnamon dairy free
